"APP","MONTH_DT","ACTUAL_UP","EXPECTED_UP"
"App A74","08/31/2013",0.9782,0.98
"App A74","08/31/2013",0.9782,0.991
"App A75","08/31/2013",0.9965,0.98
"App A76","08/31/2013",1,0.98
"App A76","08/31/2013",1,0.991
"App A77","08/31/2013",0.9965,0.98
"App A78","08/31/2013",1,0.98
"App A78","08/31/2013",1,0.991
"App A80","08/31/2013",1,0.98
"App A88","08/31/2013",1,0.99
"App A91","08/31/2013",1,0.95
"App A91","08/31/2013",1,0.97
"App A96","08/31/2013",1,0.995
"App A98","08/31/2013",1,0.95
"App A98","08/31/2013",1,0.97
"App A99","08/31/2013",1,0.995
"App A101","08/31/2013",0.999,0.995
"App A101","08/31/2013",1,0.995
"App A105","08/31/2013",1,0.98
"App A105","08/31/2013",1,0.991
"App A2","07/31/2013",1,0.95
"App A2","07/31/2013",1,0.98
"App A4","07/31/2013",1,0.95
"App A4","07/31/2013",1,0.98
"App A6","07/31/2013",1,0.95
"App A6","07/31/2013",1,0.97
"App A7","07/31/2013",1,0.96
"App A7","07/31/2013",1,0.98
"App A8","07/31/2013",0.9983,0.98
"App A8","07/31/2013",0.9983,0.991
"App A11","07/31/2013",1,0.98
"App A14","07/31/2013",1,0.98
"App A15","07/31/2013",1,0.98
"App A17","07/31/2013",1,0.95
"App A17","07/31/2013",1,0.97
"App A20","07/31/2013",1,0.95
"App A20","07/31/2013",1,0.97
"App A21","07/31/2013",1,0.95
"App A21","07/31/2013",1,0.98
"App A24","07/31/2013",1,0.95
"App A24","07/31/2013",1,0.97
"App A27","07/31/2013",0.998,0.991
"App A28","07/31/2013",1,0.95
"App A28","07/31/2013",1,0.97
"App A29","07/31/2013",1,0.95
"App A29","07/31/2013",1,0.97
"App A31","07/31/2013",1,0.95
"App A31","07/31/2013",1,0.98
"App A32","07/31/2013",1,0.93
"App A32","07/31/2013",1,0.98
"App A33","07/31/2013",1,0.95
"App A33","07/31/2013",1,0.97
"App A35","07/31/2013",1,0.98
"App A36","07/31/2013",1,0.98
"App A36","07/31/2013",1,0.991
"App A37","07/31/2013",0.9887,0.98
"App A38","07/31/2013",0.9869,0.98
"App A38","07/31/2013",0.9869,0.991
"App A39","07/31/2013",1,0.98
"App A40","07/31/2013",0.999,0.98
"App A40","07/31/2013",0.999,0.991
"App A41","07/31/2013",0.9977,0.98
"App A42","07/31/2013",0.9951,0.98
"App A42","07/31/2013",0.9951,0.991
"App A45","07/31/2013",0.9922,0.98
"App A46","07/31/2013",0.9938,0.98
"App A46","07/31/2013",0.9938,0.991
"App A47","07/31/2013",1,0.98
"App A48","07/31/2013",0.999,0.98
"App A48","07/31/2013",0.999,0.991
"App A49","07/31/2013",0.9922,0.98
"App A50","07/31/2013",0.9938,0.98
"App A50","07/31/2013",0.9938,0.991
"App A51","07/31/2013",0.9977,0.98
"App A52","07/31/2013",0.9951,0.98
"App A52","07/31/2013",0.9951,0.991
"App A53","07/31/2013",1,0.98
"App A54","07/31/2013",0.9995,0.98
"App A54","07/31/2013",0.9995,0.991
"App A55","07/31/2013",0.9922,0.98
"App A56","07/31/2013",0.9938,0.98
"App A56","07/31/2013",0.9938,0.991
"App A57","07/31/2013",0.9977,0.98
"App A58","07/31/2013",0.9951,0.98
"App A58","07/31/2013",0.9951,0.991
"App A59","07/31/2013",1,0.98
"App A60","07/31/2013",1,0.98
"App A60","07/31/2013",1,0.991
"App A61","07/31/2013",0.9922,0.98
"App A62","07/31/2013",0.9938,0.98
"App A62","07/31/2013",0.9938,0.991
"App A63","07/31/2013",0.9977,0.98
"App A64","07/31/2013",0.9951,0.98
"App A64","07/31/2013",0.9951,0.991
"App A65","07/31/2013",1,0.98
"App A66","07/31/2013",1,0.98
"App A66","07/31/2013",1,0.991
"App A67","07/31/2013",0.9922,0.98
"App A68","07/31/2013",0.9938,0.98
"App A68","07/31/2013",0.9938,0.991
"App A69","07/31/2013",0.9977,0.98
"App A70","07/31/2013",0.9951,0.98
"App A70","07/31/2013",0.9951,0.991
"App A71","07/31/2013",1,0.98
"App A72","07/31/2013",0.9995,0.98
"App A72","07/31/2013",0.9995,0.991
"App A73","07/31/2013",0.9922,0.98
"App A74","07/31/2013",0.9938,0.98
"App A74","07/31/2013",0.9938,0.991
"App A75","07/31/2013",0.9977,0.98
"App A76","07/31/2013",0.9951,0.98
"App A76","07/31/2013",0.9951,0.991
"App A77","07/31/2013",0.9977,0.98
"App A78","07/31/2013",0.9951,0.98
"App A78","07/31/2013",0.9951,0.991
"App A80","07/31/2013",1,0.98
"App A88","07/31/2013",1,0.99
"App A91","07/31/2013",1,0.95
"App A91","07/31/2013",1,0.97
"App A96","07/31/2013",1,0.995
"App A98","07/31/2013",1,0.95
"App A98","07/31/2013",1,0.97
"App A99","07/31/2013",0.9951,0.995
"App A99","07/31/2013",0.9987,0.995
"App A101","07/31/2013",0.9823,0.995
"App A101","07/31/2013",0.9833,0.995
"App A105","07/31/2013",1,0.98
"App A105","07/31/2013",1,0.991
"App A2","06/30/2013",1,0.95
"App A2","06/30/2013",1,0.98
"App A4","06/30/2013",1,0.95
"App A4","06/30/2013",1,0.98
"App A6","06/30/2013",1,0.95
"App A6","06/30/2013",1,0.97
"App A7","06/30/2013",1,0.96
"App A7","06/30/2013",1,0.98
"App A8","06/30/2013",0.9999,0.98
"App A8","06/30/2013",0.9999,0.991
"App A11","06/30/2013",1,0.98
"App A14","06/30/2013",1,0.98
"App A15","06/30/2013",1,0.98
"App A17","06/30/2013",1,0.95
"App A17","06/30/2013",1,0.97
"App A20","06/30/2013",1,0.95
"App A20","06/30/2013",1,0.97
"App A21","06/30/2013",1,0.95
"App A21","06/30/2013",1,0.98
"App A24","06/30/2013",1,0.95
"App A24","06/30/2013",1,0.97
"App A27","06/30/2013",1,0.991
"App A28","06/30/2013",1,0.95
"App A28","06/30/2013",1,0.97
"App A29","06/30/2013",1,0.95
"App A29","06/30/2013",1,0.97
"App A31","06/30/2013",1,0.95
"App A31","06/30/2013",1,0.98
"App A32","06/30/2013",1,0.93
"App A32","06/30/2013",1,0.98
"App A33","06/30/2013",1,0.95
"App A33","06/30/2013",1,0.97
"App A35","06/30/2013",1,0.98
"App A36","06/30/2013",1,0.98
"App A36","06/30/2013",1,0.991
"App A37","06/30/2013",0.9977,0.98
"App A38","06/30/2013",0.9926,0.98
"App A38","06/30/2013",0.9926,0.991
"App A39","06/30/2013",1,0.98
"App A40","06/30/2013",1,0.98
"App A40","06/30/2013",1,0.991
"App A41","06/30/2013",0.9991,0.98
"App A42","06/30/2013",0.9984,0.98
"App A42","06/30/2013",0.9984,0.991
"App A45","06/30/2013",0.9977,0.98
"App A46","06/30/2013",0.9926,0.98
"App A46","06/30/2013",0.9926,0.991
"App A47","06/30/2013",1,0.98
"App A48","06/30/2013",1,0.98
"App A48","06/30/2013",1,0.991
"App A49","06/30/2013",0.9977,0.98
"App A50","06/30/2013",0.9926,0.98
"App A50","06/30/2013",0.9926,0.991
"App A51","06/30/2013",0.9991,0.98
"App A52","06/30/2013",0.9984,0.98
"App A52","06/30/2013",0.9984,0.991
"App A53","06/30/2013",1,0.98
"App A54","06/30/2013",1,0.98
"App A54","06/30/2013",1,0.991
"App A55","06/30/2013",0.9977,0.98
"App A56","06/30/2013",0.9926,0.98
"App A56","06/30/2013",0.9926,0.991
"App A57","06/30/2013",0.9991,0.98
"App A58","06/30/2013",0.9984,0.98
"App A58","06/30/2013",0.9984,0.991
"App A59","06/30/2013",1,0.98
"App A60","06/30/2013",0.9986,0.98
"App A60","06/30/2013",0.9986,0.991
"App A61","06/30/2013",0.9977,0.98
"App A62","06/30/2013",0.9926,0.98
"App A62","06/30/2013",0.9926,0.991
"App A63","06/30/2013",0.9991,0.98
"App A64","06/30/2013",0.9984,0.98
"App A64","06/30/2013",0.9984,0.991
"App A65","06/30/2013",1,0.98
"App A66","06/30/2013",1,0.98
"App A66","06/30/2013",1,0.991
"App A67","06/30/2013",0.9977,0.98
"App A68","06/30/2013",0.9926,0.98
"App A68","06/30/2013",0.9926,0.991
"App A69","06/30/2013",0.9991,0.98
"App A70","06/30/2013",0.9984,0.98
"App A70","06/30/2013",0.9984,0.991
"App A71","06/30/2013",1,0.98
"App A72","06/30/2013",1,0.98
"App A72","06/30/2013",1,0.991
"App A73","06/30/2013",0.9977,0.98
"App A74","06/30/2013",0.9926,0.98
"App A74","06/30/2013",0.9926,0.991
"App A75","06/30/2013",0.9991,0.98
"App A76","06/30/2013",0.9984,0.98
"App A76","06/30/2013",0.9984,0.991
"App A77","06/30/2013",0.9991,0.98
"App A78","06/30/2013",0.9984,0.98
"App A78","06/30/2013",0.9984,0.991
"App A80","06/30/2013",1,0.98
"App A91","06/30/2013",1,0.95
"App A91","06/30/2013",1,0.97
"App A98","06/30/2013",1,0.95
"App A98","06/30/2013",1,0.97
"App A105","06/30/2013",1,0.98
"App A105","06/30/2013",1,0.991
"App A2","05/31/2013",1,0.95
"App A2","05/31/2013",1,0.98
"App A4","05/31/2013",1,0.95
"App A4","05/31/2013",1,0.98
"App A6","05/31/2013",1,0.95
"App A6","05/31/2013",1,0.97
"App A7","05/31/2013",1,0.96
"App A7","05/31/2013",1,0.98
"App A8","05/31/2013",0.9907,0.98
"App A8","05/31/2013",0.9907,0.991
"App A11","05/31/2013",1,0.98
"App A14","05/31/2013",1,0.98
"App A15","05/31/2013",1,0.98
"App A17","05/31/2013",1,0.95
"App A17","05/31/2013",1,0.97
"App A20","05/31/2013",1,0.95
"App A20","05/31/2013",1,0.97
"App A21","05/31/2013",1,0.95
"App A21","05/31/2013",1,0.98
"App A24","05/31/2013",1,0.95
"App A24","05/31/2013",1,0.97
"App A27","05/31/2013",1,0.991
"App A28","05/31/2013",1,0.95
"App A28","05/31/2013",1,0.97
"App A29","05/31/2013",1,0.95
"App A29","05/31/2013",1,0.97
"App A31","05/31/2013",1,0.95
"App A31","05/31/2013",1,0.98
"App A32","05/31/2013",1,0.93
"App A32","05/31/2013",1,0.98
"App A33","05/31/2013",1,0.95
"App A33","05/31/2013",1,0.97
"App A35","05/31/2013",1,0.98
"App A36","05/31/2013",1,0.98
"App A36","05/31/2013",1,0.991
"App A37","05/31/2013",0.9867,0.98
"App A38","05/31/2013",0.9995,0.98
"App A38","05/31/2013",0.9995,0.991
"App A39","05/31/2013",1,0.98
"App A40","05/31/2013",1,0.98
"App A40","05/31/2013",1,0.991
"App A41","05/31/2013",0.9948,0.98
"App A42","05/31/2013",0.9996,0.98
"App A42","05/31/2013",0.9996,0.991
"App A45","05/31/2013",0.9867,0.98
"App A46","05/31/2013",1,0.98
"App A46","05/31/2013",1,0.991
"App A47","05/31/2013",1,0.98
"App A48","05/31/2013",1,0.98
"App A48","05/31/2013",1,0.991
"App A49","05/31/2013",0.9867,0.98
"App A50","05/31/2013",1,0.98
"App A50","05/31/2013",1,0.991
"App A51","05/31/2013",0.9948,0.98
"App A52","05/31/2013",0.9996,0.98
"App A52","05/31/2013",0.9996,0.991
"App A53","05/31/2013",1,0.98
"App A54","05/31/2013",1,0.98
"App A54","05/31/2013",1,0.991
"App A55","05/31/2013",0.9867,0.98
"App A56","05/31/2013",1,0.98
"App A56","05/31/2013",1,0.991
"App A57","05/31/2013",0.9948,0.98
"App A58","05/31/2013",0.9996,0.98
"App A58","05/31/2013",0.9996,0.991
"App A59","05/31/2013",1,0.98
"App A60","05/31/2013",1,0.98
"App A60","05/31/2013",1,0.991
"App A61","05/31/2013",0.9867,0.98
"App A62","05/31/2013",1,0.98
"App A62","05/31/2013",1,0.991
"App A63","05/31/2013",0.9948,0.98
"App A64","05/31/2013",0.9996,0.98
"App A64","05/31/2013",0.9996,0.991
"App A65","05/31/2013",1,0.98
"App A66","05/31/2013",1,0.98
"App A66","05/31/2013",1,0.991
"App A67","05/31/2013",0.9867,0.98
"App A68","05/31/2013",1,0.98
"App A68","05/31/2013",1,0.991
"App A69","05/31/2013",0.9948,0.98
"App A70","05/31/2013",0.9996,0.98
"App A70","05/31/2013",0.9996,0.991
"App A71","05/31/2013",1,0.98
"App A72","05/31/2013",1,0.98
"App A72","05/31/2013",1,0.991
"App A73","05/31/2013",0.9867,0.98
"App A74","05/31/2013",1,0.98
"App A74","05/31/2013",1,0.991
"App A75","05/31/2013",0.9948,0.98
"App A76","05/31/2013",0.9996,0.98
"App A76","05/31/2013",0.9996,0.991
"App A77","05/31/2013",0.9948,0.98
"App A78","05/31/2013",0.9996,0.98
"App A78","05/31/2013",0.9996,0.991
"App A80","05/31/2013",1,0.98
"App A91","05/31/2013",1,0.95
"App A91","05/31/2013",1,0.97
"App A98","05/31/2013",1,0.95
"App A98","05/31/2013",1,0.97
"App A105","05/31/2013",1,0.98
"App A105","05/31/2013",1,0.991
"App A2","04/30/2013",1,0.95
"App A2","04/30/2013",1,0.98
"App A4","04/30/2013",1,0.95
"App A4","04/30/2013",1,0.98
"App A6","04/30/2013",1,0.95
"App A6","04/30/2013",1,0.97
"App A7","04/30/2013",1,0.96
"App A7","04/30/2013",1,0.98
"App A8","04/30/2013",0.9999,0.98
"App A8","04/30/2013",0.9999,0.991
"App A11","04/30/2013",1,0.98
"App A14","04/30/2013",1,0.98
"App A15","04/30/2013",1,0.98
"App A17","04/30/2013",1,0.95
"App A17","04/30/2013",1,0.97
"App A20","04/30/2013",1,0.95
"App A20","04/30/2013",1,0.97
"App A21","04/30/2013",1,0.95
"App A21","04/30/2013",1,0.98
"App A24","04/30/2013",1,0.95
"App A24","04/30/2013",1,0.97
"App A27","04/30/2013",0.998,0.991
"App A28","04/30/2013",1,0.95
"App A28","04/30/2013",1,0.97
"App A29","04/30/2013",1,0.95
"App A29","04/30/2013",1,0.97
"App A31","04/30/2013",1,0.95
"App A31","04/30/2013",1,0.98
"App A32","04/30/2013",1,0.93
"App A32","04/30/2013",1,0.98
"App A33","04/30/2013",1,0.95
"App A33","04/30/2013",1,0.97
"App A35","04/30/2013",1,0.98
"App A36","04/30/2013",1,0.98
"App A36","04/30/2013",1,0.991
"App A37","04/30/2013",0.993,0.98
"App A38","04/30/2013",0.9894,0.98
"App A38","04/30/2013",0.9894,0.991
"App A39","04/30/2013",0.9994,0.98
"App A40","04/30/2013",0.9956,0.98
"App A40","04/30/2013",0.9956,0.991
"App A41","04/30/2013",0.9967,0.98
"App A42","04/30/2013",0.999,0.98
"App A42","04/30/2013",0.999,0.991
"App A45","04/30/2013",0.9923,0.98
"App A46","04/30/2013",0.9872,0.98
"App A46","04/30/2013",0.9872,0.991
"App A47","04/30/2013",0.9994,0.98
"App A48","04/30/2013",0.9966,0.98
"App A48","04/30/2013",0.9966,0.991
"App A49","04/30/2013",0.9923,0.98
"App A50","04/30/2013",0.9891,0.98
"App A50","04/30/2013",0.9891,0.991
"App A51","04/30/2013",0.9961,0.98
"App A52","04/30/2013",0.9956,0.98
"App A52","04/30/2013",0.9956,0.991
"App A53","04/30/2013",0.9984,0.98
"App A54","04/30/2013",0.9965,0.98
"App A54","04/30/2013",0.9965,0.991
"App A55","04/30/2013",0.9913,0.98
"App A56","04/30/2013",0.9869,0.98
"App A56","04/30/2013",0.9869,0.991
"App A57","04/30/2013",0.9951,0.98
"App A58","04/30/2013",0.995,0.98
"App A58","04/30/2013",0.995,0.991
"App A59","04/30/2013",1,0.98
"App A60","04/30/2013",1,0.98
"App A60","04/30/2013",1,0.991
"App A61","04/30/2013",0.993,0.98
"App A62","04/30/2013",0.9909,0.98
"App A62","04/30/2013",0.9909,0.991
"App A63","04/30/2013",0.9967,0.98
"App A64","04/30/2013",0.999,0.98
"App A64","04/30/2013",0.999,0.991
"App A65","04/30/2013",1,0.98
"App A66","04/30/2013",1,0.98
"App A66","04/30/2013",1,0.991
"App A67","04/30/2013",0.993,0.98
"App A68","04/30/2013",0.9925,0.98
"App A68","04/30/2013",0.9925,0.991
"App A69","04/30/2013",0.9967,0.98
"App A70","04/30/2013",0.999,0.98
"App A70","04/30/2013",0.999,0.991
"App A71","04/30/2013",0.9984,0.98
"App A72","04/30/2013",0.9972,0.98
"App A72","04/30/2013",0.9972,0.991
"App A73","04/30/2013",0.9913,0.98
"App A74","04/30/2013",0.9897,0.98
"App A74","04/30/2013",0.9897,0.991
"App A75","04/30/2013",0.9951,0.98
"App A76","04/30/2013",0.9962,0.98
"App A76","04/30/2013",0.9962,0.991
"App A77","04/30/2013",0.9961,0.98
"App A78","04/30/2013",0.9936,0.98
"App A78","04/30/2013",0.9936,0.991
"App A80","04/30/2013",1,0.98
"App A88","04/30/2013",1,0.99
"App A91","04/30/2013",1,0.95
"App A91","04/30/2013",1,0.97
"App A96","04/30/2013",1,0.995
"App A98","04/30/2013",1,0.95
"App A98","04/30/2013",1,0.97
"App A99","04/30/2013",0.9995,0.995
"App A99","04/30/2013",0.9996,0.995
"App A101","04/30/2013",0.9995,0.995
"App A101","04/30/2013",0.9996,0.995
"App A105","04/30/2013",1,0.98
"App A105","04/30/2013",1,0.991
"App A2","03/31/2013",1,0.95
"App A2","03/31/2013",1,0.98
"App A4","03/31/2013",1,0.95
"App A4","03/31/2013",1,0.98
"App A6","03/31/2013",1,0.95
"App A6","03/31/2013",1,0.97
"App A7","03/31/2013",1,0.96
"App A7","03/31/2013",1,0.98
"App A8","03/31/2013",0.9999,0.98
"App A8","03/31/2013",0.9999,0.991
"App A11","03/31/2013",1,0.98
"App A14","03/31/2013",1,0.98
"App A15","03/31/2013",1,0.98
"App A17","03/31/2013",1,0.95
"App A17","03/31/2013",1,0.97
"App A20","03/31/2013",1,0.95
"App A20","03/31/2013",1,0.97
"App A21","03/31/2013",1,0.95
"App A21","03/31/2013",1,0.98
"App A24","03/31/2013",1,0.95
"App A24","03/31/2013",1,0.97
"App A27","03/31/2013",1,0.991
"App A28","03/31/2013",1,0.95
"App A28","03/31/2013",1,0.97
"App A29","03/31/2013",1,0.95
"App A29","03/31/2013",1,0.97
"App A31","03/31/2013",1,0.95
"App A31","03/31/2013",1,0.98
"App A32","03/31/2013",1,0.93
"App A32","03/31/2013",1,0.98
"App A33","03/31/2013",1,0.95
"App A33","03/31/2013",1,0.97
"App A35","03/31/2013",1,0.98
"App A36","03/31/2013",1,0.98
"App A36","03/31/2013",1,0.991
"App A37","03/31/2013",0.9861,0.98
"App A38","03/31/2013",0.9937,0.98
"App A38","03/31/2013",0.9937,0.991
"App A39","03/31/2013",1,0.98
"App A40","03/31/2013",0.9998,0.98
"App A40","03/31/2013",0.9998,0.991
"App A41","03/31/2013",0.9953,0.98
"App A42","03/31/2013",1,0.98
"App A42","03/31/2013",1,0.991
"App A45","03/31/2013",0.9861,0.98
"App A46","03/31/2013",0.9899,0.98
"App A46","03/31/2013",0.9899,0.991
"App A47","03/31/2013",1,0.98
"App A48","03/31/2013",1,0.98
"App A48","03/31/2013",1,0.991
"App A49","03/31/2013",0.9861,0.98
"App A50","03/31/2013",0.9906,0.98
"App A50","03/31/2013",0.9906,0.991
"App A51","03/31/2013",0.9953,0.98
"App A52","03/31/2013",1,0.98
"App A52","03/31/2013",1,0.991
"App A53","03/31/2013",1,0.98
"App A54","03/31/2013",0.9984,0.98
"App A54","03/31/2013",0.9984,0.991
"App A55","03/31/2013",0.9861,0.98
"App A56","03/31/2013",0.9887,0.98
"App A56","03/31/2013",0.9887,0.991
"App A57","03/31/2013",0.9953,0.98
"App A58","03/31/2013",0.9986,0.98
"App A58","03/31/2013",0.9986,0.991
"App A59","03/31/2013",1,0.98
"App A60","03/31/2013",1,0.98
"App A60","03/31/2013",1,0.991
"App A61","03/31/2013",0.9861,0.98
"App A62","03/31/2013",0.9901,0.98
"App A62","03/31/2013",0.9901,0.991
"App A63","03/31/2013",0.9953,0.98
"App A64","03/31/2013",1,0.98
"App A64","03/31/2013",1,0.991
"App A65","03/31/2013",1,0.98
"App A66","03/31/2013",1,0.98
"App A66","03/31/2013",1,0.991
"App A67","03/31/2013",0.9861,0.98
"App A68","03/31/2013",0.9922,0.98
"App A68","03/31/2013",0.9922,0.991
"App A69","03/31/2013",0.9953,0.98
"App A70","03/31/2013",0.9985,0.98
"App A70","03/31/2013",0.9985,0.991
"App A71","03/31/2013",1,0.98
"App A72","03/31/2013",0.9983,0.98
"App A72","03/31/2013",0.9983,0.991
"App A73","03/31/2013",0.9861,0.98
"App A74","03/31/2013",0.9906,0.98
"App A74","03/31/2013",0.9906,0.991
"App A75","03/31/2013",0.9953,0.98
"App A76","03/31/2013",1,0.98
"App A76","03/31/2013",1,0.991
"App A77","03/31/2013",0.9953,0.98
"App A78","03/31/2013",0.9998,0.98
"App A78","03/31/2013",0.9998,0.991
"App A80","03/31/2013",1,0.98
"App A88","03/31/2013",1,0.99
"App A91","03/31/2013",1,0.95
"App A91","03/31/2013",1,0.97
"App A96","03/31/2013",1,0.995
"App A98","03/31/2013",1,0.95
"App A98","03/31/2013",1,0.97
"App A99","03/31/2013",0.997,0.995
"App A99","03/31/2013",0.9995,0.995
"App A101","03/31/2013",0.9932,0.995
"App A101","03/31/2013",0.9954,0.995
"App A105","03/31/2013",0.9999,0.98
"App A105","03/31/2013",0.9999,0.991
"App A2","02/28/2013",1,0.95
"App A2","02/28/2013",1,0.98
"App A4","02/28/2013",1,0.95
"App A4","02/28/2013",1,0.98
"App A6","02/28/2013",1,0.95
"App A6","02/28/2013",1,0.97
"App A7","02/28/2013",1,0.96
"App A7","02/28/2013",1,0.98
"App A8","02/28/2013",0.9999,0.98
"App A8","02/28/2013",0.9999,0.991
"App A11","02/28/2013",1,0.98
"App A14","02/28/2013",1,0.98
"App A15","02/28/2013",1,0.98
"App A17","02/28/2013",1,0.95
"App A17","02/28/2013",1,0.97
"App A20","02/28/2013",1,0.95
"App A20","02/28/2013",1,0.97
"App A21","02/28/2013",1,0.95
"App A21","02/28/2013",1,0.98
"App A24","02/28/2013",1,0.95
"App A24","02/28/2013",1,0.97
"App A27","02/28/2013",0.995,0.991
"App A28","02/28/2013",1,0.95
"App A28","02/28/2013",1,0.97
"App A29","02/28/2013",1,0.95
"App A29","02/28/2013",1,0.97
"App A31","02/28/2013",1,0.95
"App A31","02/28/2013",1,0.98
"App A32","02/28/2013",1,0.93
"App A32","02/28/2013",1,0.98
"App A33","02/28/2013",1,0.95
"App A33","02/28/2013",1,0.97
"App A35","02/28/2013",1,0.98
"App A36","02/28/2013",0.9969,0.98
"App A36","02/28/2013",0.9969,0.991
"App A37","02/28/2013",0.9984,0.98
"App A38","02/28/2013",0.9966,0.98
"App A38","02/28/2013",0.9966,0.991
"App A39","02/28/2013",1,0.98
"App A40","02/28/2013",0.9991,0.98
"App A40","02/28/2013",0.9991,0.991
"App A41","02/28/2013",0.9991,0.98
"App A42","02/28/2013",0.9968,0.98
"App A42","02/28/2013",0.9968,0.991
"App A45","02/28/2013",0.9984,0.98
"App A46","02/28/2013",0.9966,0.98
"App A46","02/28/2013",0.9966,0.991
"App A47","02/28/2013",1,0.98
"App A48","02/28/2013",0.9991,0.98
"App A48","02/28/2013",0.9991,0.991
"App A49","02/28/2013",0.9984,0.98
"App A50","02/28/2013",0.9966,0.98
"App A50","02/28/2013",0.9966,0.991
"App A51","02/28/2013",0.9991,0.98
"App A52","02/28/2013",0.9968,0.98
"App A52","02/28/2013",0.9968,0.991
"App A53","02/28/2013",1,0.98
"App A54","02/28/2013",0.9984,0.98
"App A54","02/28/2013",0.9984,0.991
"App A55","02/28/2013",0.9984,0.98
"App A56","02/28/2013",0.9966,0.98
"App A56","02/28/2013",0.9966,0.991
"App A57","02/28/2013",0.9991,0.98
"App A58","02/28/2013",0.9968,0.98
"App A58","02/28/2013",0.9968,0.991
"App A59","02/28/2013",1,0.98
"App A60","02/28/2013",0.9969,0.98
"App A60","02/28/2013",0.9969,0.991
"App A61","02/28/2013",0.9984,0.98
"App A62","02/28/2013",0.9966,0.98
"App A62","02/28/2013",0.9966,0.991
"App A63","02/28/2013",0.9991,0.98
"App A64","02/28/2013",0.9968,0.98
"App A64","02/28/2013",0.9968,0.991
"App A65","02/28/2013",1,0.98
"App A66","02/28/2013",0.9969,0.98
"App A66","02/28/2013",0.9969,0.991
"App A67","02/28/2013",0.9984,0.98
"App A68","02/28/2013",0.9966,0.98
"App A68","02/28/2013",0.9966,0.991
"App A69","02/28/2013",0.9991,0.98
"App A70","02/28/2013",0.9968,0.98
"App A70","02/28/2013",0.9968,0.991
"App A71","02/28/2013",1,0.98
"App A72","02/28/2013",0.9984,0.98
"App A72","02/28/2013",0.9984,0.991
"App A73","02/28/2013",0.9984,0.98
"App A74","02/28/2013",0.9966,0.98
"App A74","02/28/2013",0.9966,0.991
"App A75","02/28/2013",0.9991,0.98
"App A76","02/28/2013",0.9968,0.98
"App A76","02/28/2013",0.9968,0.991
"App A77","02/28/2013",0.9991,0.98
"App A78","02/28/2013",0.9968,0.98
"App A78","02/28/2013",0.9968,0.991
"App A80","02/28/2013",1,0.98
"App A88","02/28/2013",1,0.99
"App A91","02/28/2013",1,0.95
"App A91","02/28/2013",1,0.97
"App A96","02/28/2013",1,0.995
"App A98","02/28/2013",1,0.95
"App A98","02/28/2013",1,0.97
"App A99","02/28/2013",1,0.995
"App A101","02/28/2013",1,0.995
"App A105","02/28/2013",1,0.98
"App A105","02/28/2013",1,0.991
"App A2","01/31/2013",1,0.95
"App A2","01/31/2013",1,0.98
"App A4","01/31/2013",1,0.95
"App A4","01/31/2013",1,0.98
"App A6","01/31/2013",1,0.95
"App A6","01/31/2013",1,0.97
"App A7","01/31/2013",1,0.96
"App A7","01/31/2013",1,0.98
"App A8","01/31/2013",0.9876,0.98
"App A8","01/31/2013",0.9876,0.991
"App A11","01/31/2013",1,0.98
"App A14","01/31/2013",1,0.98
"App A15","01/31/2013",1,0.98
"App A17","01/31/2013",1,0.95
"App A17","01/31/2013",1,0.97
"App A20","01/31/2013",1,0.95
"App A20","01/31/2013",1,0.97
"App A21","01/31/2013",1,0.95
"App A21","01/31/2013",1,0.98
"App A24","01/31/2013",1,0.95
"App A24","01/31/2013",1,0.97
"App A27","01/31/2013",1,0.991
"App A28","01/31/2013",1,0.95
"App A28","01/31/2013",1,0.97
"App A29","01/31/2013",1,0.95
"App A29","01/31/2013",1,0.97
"App A31","01/31/2013",1,0.95
"App A31","01/31/2013",1,0.98
"App A32","01/31/2013",1,0.93
"App A32","01/31/2013",1,0.98
"App A33","01/31/2013",1,0.95
"App A33","01/31/2013",1,0.97
"App A35","01/31/2013",1,0.98
"App A36","01/31/2013",1,0.98
"App A36","01/31/2013",1,0.991
"App A37","01/31/2013",0.9984,0.98
"App A38","01/31/2013",0.9892,0.98
"App A38","01/31/2013",0.9892,0.991
"App A39","01/31/2013",0.9967,0.98
"App A40","01/31/2013",1,0.98
"App A40","01/31/2013",1,0.991
"App A41","01/31/2013",0.9994,0.98
"App A42","01/31/2013",1,0.98
"App A42","01/31/2013",1,0.991
"App A45","01/31/2013",0.9871,0.98
"App A46","01/31/2013",0.9828,0.98
"App A46","01/31/2013",0.9828,0.991
"App A47","01/31/2013",1,0.98
"App A48","01/31/2013",1,0.98
"App A48","01/31/2013",1,0.991
"App A49","01/31/2013",0.9905,0.98
"App A50","01/31/2013",0.9892,0.98
"App A50","01/31/2013",0.9892,0.991
"App A51","01/31/2013",0.9994,0.98
"App A52","01/31/2013",1,0.98
"App A52","01/31/2013",1,0.991
"App A53","01/31/2013",1,0.98
"App A54","01/31/2013",1,0.98
"App A54","01/31/2013",1,0.991
"App A55","01/31/2013",0.9905,0.98
"App A56","01/31/2013",0.9828,0.98
"App A56","01/31/2013",0.9828,0.991
"App A57","01/31/2013",0.9994,0.98
"App A58","01/31/2013",1,0.98
"App A58","01/31/2013",1,0.991
"App A59","01/31/2013",1,0.98
"App A60","01/31/2013",1,0.98
"App A60","01/31/2013",1,0.991
